Type,Year,Qtr,Order Type,Proceeding_type,Petitioners_Gender,Children_Involved,Contested,Count
Order Made,2013,2,Decree Nisis,Dissolution of marriage,n/a,n/a,No,26110
Order Made,2013,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,2520
Order Made,2013,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,488
Order Made,2013,2,Decree Nisis,Nullity of marriage,n/a,n/a,No,101
Order Made,2013,2,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,5
Order Made,2013,2,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2013,3,Decree Nisis,Dissolution of marriage,n/a,n/a,No,25458
Order Made,2013,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,3119
Order Made,2013,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,508
Order Made,2013,3,Decree Nisis,Nullity of marriage,n/a,n/a,No,89
Order Made,2013,3,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,6
Order Made,2013,3,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,5
Order Made,2013,4,Decree Nisis,Dissolution of marriage,n/a,n/a,No,23212
Order Made,2013,4,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,3397
Order Made,2013,4,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,489
Order Made,2013,4,Decree Nisis,Nullity of marriage,n/a,n/a,No,94
Order Made,2013,4,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,1
Order Made,2013,4,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2014,1,Decree Nisis,Dissolution of marriage,n/a,n/a,No,22339
Order Made,2014,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,4672
Order Made,2014,1,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,414
Order Made,2014,1,Decree Nisis,Nullity of marriage,n/a,n/a,No,110
Order Made,2014,1,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,7
Order Made,2014,1,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2014,2,Decree Nisis,Dissolution of marriage,n/a,n/a,No,20456
Order Made,2014,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,6180
Order Made,2014,2,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,435
Order Made,2014,2,Decree Nisis,Nullity of marriage,n/a,n/a,No,92
Order Made,2014,2,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,15
Order Made,2014,2,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2014,3,Decree Nisis,Dissolution of marriage,n/a,n/a,No,14089
Order Made,2014,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Unknown,13824
Order Made,2014,3,Decree Nisis,Dissolution of marriage,n/a,n/a,Yes,260
Order Made,2014,3,Decree Nisis,Nullity of marriage,n/a,n/a,No,63
Order Made,2014,3,Decree Nisis,Nullity of marriage,n/a,n/a,Unknown,41
Order Made,2014,3,Decree Nisis,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2003,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,38477
Order Made,2003,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,891
Order Made,2003,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,45
Order Made,2003,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2003,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,37621
Order Made,2003,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,875
Order Made,2003,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,53
Order Made,2003,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2003,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,37183
Order Made,2003,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,889
Order Made,2003,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,43
Order Made,2003,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,36933
Order Made,2003,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,849
Order Made,2003,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,40
Order Made,2003,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2004,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,38541
Order Made,2004,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,875
Order Made,2004,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,55
Order Made,2004,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,1
Order Made,2004,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,37082
Order Made,2004,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,817
Order Made,2004,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,70
Order Made,2004,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,1
Order Made,2004,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,38122
Order Made,2004,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,906
Order Made,2004,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,54
Order Made,2004,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2004,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,36113
Order Made,2004,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,803
Order Made,2004,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,60
Order Made,2005,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,35398
Order Made,2005,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,885
Order Made,2005,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,60
Order Made,2005,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,9
Order Made,2005,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,35680
Order Made,2005,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,819
Order Made,2005,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,60
Order Made,2005,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2005,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,34998
Order Made,2005,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,846
Order Made,2005,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,58
Order Made,2005,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,32700
Order Made,2005,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,740
Order Made,2005,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,60
Order Made,2005,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2006,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,33567
Order Made,2006,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,755
Order Made,2006,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,70
Order Made,2006,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,5
Order Made,2006,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,32356
Order Made,2006,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,710
Order Made,2006,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,65
Order Made,2006,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2006,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,32211
Order Made,2006,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,760
Order Made,2006,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,52
Order Made,2006,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,1
Order Made,2006,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,31674
Order Made,2006,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,708
Order Made,2006,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,45
Order Made,2006,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2007,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,33926
Order Made,2007,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,748
Order Made,2007,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,59
Order Made,2007,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2007,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,32412
Order Made,2007,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,778
Order Made,2007,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,43
Order Made,2007,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,32510
Order Made,2007,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,730
Order Made,2007,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,48
Order Made,2007,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2007,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,27246
Order Made,2007,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,569
Order Made,2007,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,34
Order Made,2007,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2008,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,31331
Order Made,2008,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,704
Order Made,2008,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,48
Order Made,2008,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2008,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,30293
Order Made,2008,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,663
Order Made,2008,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,41
Order Made,2008,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2008,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,30060
Order Made,2008,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,588
Order Made,2008,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,47
Order Made,2008,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2008,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,28410
Order Made,2008,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,573
Order Made,2008,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,50
Order Made,2008,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2009,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,28070
Order Made,2009,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,579
Order Made,2009,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,42
Order Made,2009,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,6
Order Made,2009,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,26826
Order Made,2009,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,565
Order Made,2009,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,51
Order Made,2009,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2009,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,28685
Order Made,2009,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,526
Order Made,2009,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,47
Order Made,2009,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2009,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,29349
Order Made,2009,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,562
Order Made,2009,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,42
Order Made,2009,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2010,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,29859
Order Made,2010,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,535
Order Made,2010,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,45
Order Made,2010,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,29292
Order Made,2010,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,564
Order Made,2010,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,30
Order Made,2010,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2010,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,30092
Order Made,2010,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,543
Order Made,2010,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,31
Order Made,2010,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,1
Order Made,2010,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,29818
Order Made,2010,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,558
Order Made,2010,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,43
Order Made,2010,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2011,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,30256
Order Made,2011,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,588
Order Made,2011,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,49
Order Made,2011,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,1
Order Made,2011,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,28407
Order Made,2011,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,554
Order Made,2011,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,40
Order Made,2011,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2011,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,29774
Order Made,2011,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,580
Order Made,2011,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,63
Order Made,2011,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,1
Order Made,2011,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,28943
Order Made,2011,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,535
Order Made,2011,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,45
Order Made,2011,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2012,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,31090
Order Made,2012,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,564
Order Made,2012,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,70
Order Made,2012,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2012,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,29004
Order Made,2012,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,568
Order Made,2012,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,67
Order Made,2012,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2012,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,29734
Order Made,2012,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,594
Order Made,2012,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,68
Order Made,2012,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,5
Order Made,2012,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,28584
Order Made,2012,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,565
Order Made,2012,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,73
Order Made,2012,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2013,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,28181
Order Made,2013,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,544
Order Made,2013,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,70
Order Made,2013,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,7
Order Made,2013,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,27687
Order Made,2013,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,589
Order Made,2013,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,91
Order Made,2013,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,2
Order Made,2013,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,29405
Order Made,2013,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,574
Order Made,2013,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,103
Order Made,2013,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,5
Order Made,2013,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,27586
Order Made,2013,4,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,620
Order Made,2013,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,83
Order Made,2013,4,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,4
Order Made,2014,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,28650
Order Made,2014,1,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,565
Order Made,2014,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,109
Order Made,2014,1,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,1
Order Made,2014,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,27210
Order Made,2014,2,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,545
Order Made,2014,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,113
Order Made,2014,2,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,5
Order Made,2014,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,No,27212
Order Made,2014,3,Decreee Absolutes,Dissolution of marriage,n/a,n/a,Yes,616
Order Made,2014,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,No,96
Order Made,2014,3,Decreee Absolutes,Nullity of marriage,n/a,n/a,Yes,3
Order Made,2003,1,Judicial separation,n/a,n/a,n/a,Unknown,119
Order Made,2003,2,Judicial separation,n/a,n/a,n/a,Unknown,105
Order Made,2003,3,Judicial separation,n/a,n/a,n/a,Unknown,115
Order Made,2003,4,Judicial separation,n/a,n/a,n/a,Unknown,95
Order Made,2004,1,Judicial separation,n/a,n/a,n/a,Unknown,98
Order Made,2004,2,Judicial separation,n/a,n/a,n/a,Unknown,100
Order Made,2004,3,Judicial separation,n/a,n/a,n/a,Unknown,98
Order Made,2004,4,Judicial separation,n/a,n/a,n/a,Unknown,83
Order Made,2005,1,Judicial separation,n/a,n/a,n/a,Unknown,82
Order Made,2005,2,Judicial separation,n/a,n/a,n/a,Unknown,90
Order Made,2005,3,Judicial separation,n/a,n/a,n/a,Unknown,109
Order Made,2005,4,Judicial separation,n/a,n/a,n/a,Unknown,76
Order Made,2006,1,Judicial separation,n/a,n/a,n/a,Unknown,84
Order Made,2006,2,Judicial separation,n/a,n/a,n/a,Unknown,96
Order Made,2006,3,Judicial separation,n/a,n/a,n/a,Unknown,76
Order Made,2006,4,Judicial separation,n/a,n/a,n/a,Unknown,64
Order Made,2007,1,Judicial separation,n/a,n/a,n/a,Unknown,83
Order Made,2007,2,Judicial separation,n/a,n/a,n/a,Unknown,75
Order Made,2007,3,Judicial separation,n/a,n/a,n/a,Unknown,75
Order Made,2007,4,Judicial separation,n/a,n/a,n/a,Unknown,67
Order Made,2008,1,Judicial separation,n/a,n/a,n/a,Unknown,53
Order Made,2008,2,Judicial separation,n/a,n/a,n/a,Unknown,49
Order Made,2008,3,Judicial separation,n/a,n/a,n/a,Unknown,55
Order Made,2008,4,Judicial separation,n/a,n/a,n/a,Unknown,54
Order Made,2009,1,Judicial separation,n/a,n/a,n/a,Unknown,54
Order Made,2009,2,Judicial separation,n/a,n/a,n/a,Unknown,41
Order Made,2009,3,Judicial separation,n/a,n/a,n/a,Unknown,47
Order Made,2009,4,Judicial separation,n/a,n/a,n/a,Unknown,55
Order Made,2010,1,Judicial separation,n/a,n/a,n/a,Unknown,39
Order Made,2010,2,Judicial separation,n/a,n/a,n/a,Unknown,44
Order Made,2010,3,Judicial separation,n/a,n/a,n/a,Unknown,38
Order Made,2010,4,Judicial separation,n/a,n/a,n/a,Unknown,50
Order Made,2011,1,Judicial separation,n/a,n/a,n/a,Unknown,53
Order Made,2011,2,Judicial separation,n/a,n/a,n/a,Unknown,47
Order Made,2011,3,Judicial separation,n/a,n/a,n/a,Unknown,24
Order Made,2011,4,Judicial separation,n/a,n/a,n/a,Unknown,31
Order Made,2012,1,Judicial separation,n/a,n/a,n/a,Unknown,30
Order Made,2012,2,Judicial separation,n/a,n/a,n/a,Unknown,25
Order Made,2012,3,Judicial separation,n/a,n/a,n/a,Unknown,36
Order Made,2012,4,Judicial separation,n/a,n/a,n/a,Unknown,34
Order Made,2013,1,Judicial separation,n/a,n/a,n/a,Unknown,37
Order Made,2013,2,Judicial separation,n/a,n/a,n/a,Unknown,41
Order Made,2013,3,Judicial separation,n/a,n/a,n/a,Unknown,37
Order Made,2013,4,Judicial separation,n/a,n/a,n/a,Unknown,21
Order Made,2014,1,Judicial separation,n/a,n/a,n/a,Unknown,36
Order Made,2014,2,Judicial separation,n/a,n/a,n/a,Unknown,33
Order Made,2014,3,Judicial separation,n/a,n/a,n/a,Unknown,39
